ly-14-14	왕충은 이를 들은 공자님이 되물으신 말을 살펴, 전해 들은 이야기를 곧바로 확인하기 어렵다는 문제를 짚습니다.	왕충은 이를 들은 공자님이 되물으신 말을 살펴, 전해 들은 이야기는 곧바로 확인하기 어렵다고 봅니다.	‘문제를 짚다’ 메타 해설 대신 판단을 직접 제시
ly-14-34	주석가는 말재주와 고집의 뜻을 푼 뒤, 어른에게 예를 갖추면서도 곧게 말한 태도를 짚습니다.	주석가는 말재주와 고집의 뜻을 푼 뒤, 어른에게 예를 갖추면서도 곧게 말한 태도에 주목합니다.	‘태도를 짚다’보다 ‘주목하다’가 의미에 맞음
ly-14-45	이 주석은 공자님이 백성을 편안하게 하는 일까지 말씀하신 뜻과, 요순조차 어려워했다는 까닭을 짚습니다.	이 주석은 공자님이 백성을 편안하게 하는 일까지 말씀하신 뜻과 요순조차 그 일을 어려워한 이유를 함께 설명합니다.	뜻·까닭을 한꺼번에 ‘짚다’로 처리한 해설투 제거
ly-15-07	이 주석은 억지로 이끌 때 생기는 혼란과 의심을 들어, 사람을 가려 말하는 까닭을 짚습니다.	이 주석은 억지로 이끌 때 생기는 혼란과 의심을 들어, 사람을 가려 말해야 하는 이유를 설명합니다.	‘까닭을 짚다’ 대신 이유를 직접 설명
ly-15-10	공자님이 소무를 첫째로 꼽으셨다는 말과 그것만 남기려 하셨다는 해석은 어떻게 다른지 짚습니다.	공자님이 소무를 첫째로 꼽으셨다는 말과 그것만 남기려 하셨다는 해석의 차이를 비교합니다.	차이를 ‘짚다’ 대신 비교 행위를 직접 명시
ly-15-18	남에게 알려지려 하지 않으면서도 이름이 남지 않을까 걱정하는 까닭을 짚습니다.	남에게 알려지려 하지 않으면서도 이름이 남지 않을까 걱정하는 이유를 살펴봅니다.	‘까닭을 짚다’ 상투 표현 제거
ly-17-08	이 주석은 좋은 마음이 어떻게 어리석음이나 과격함으로 흐를 수 있는지 짚습니다.	이 주석은 좋은 마음도 배움이 없으면 어리석음이나 과격함으로 흐를 수 있다고 봅니다.	메타 해설을 실제 판단 내용으로 직접 전환
ly-17-19	정약용은 말로 가르치는 대신 행동으로 보여 주려는 뜻을 짚습니다.	정약용은 공자님이 말보다 행동으로 보여 주려 하셨다고 봅니다.	‘뜻을 짚다’ 대신 해석을 직접 제시
ly-17-23	뒤의 주석에서는 의 없이 용기만 앞세우면 왜 위험한지 짚습니다.	뒤의 주석에서는 의 없이 용기만 앞세울 때 생기는 위험을 설명합니다.	‘왜 위험한지 짚다’를 직접 설명으로 전환
ly-19-06	널리 배우고 뜻을 굳게 지키며, 자세히 묻고 자신에게서부터 생각하라는 말을 하나씩 짚습니다.	널리 배우고 뜻을 굳게 지키며, 자세히 묻고 자신에게서부터 생각하라는 네 가지 말을 차례로 살펴봅니다.	‘하나씩 짚다’ 상투 표현 제거
ly-19-19	이어 당시 백성의 처지를 살펴, 증자가 범죄 사실을 밝혀도 기뻐하지 말라고 한 까닭을 짚습니다.	이어 당시 백성의 처지를 살펴, 증자가 범죄 사실을 밝혀도 기뻐하지 말라고 한 이유를 설명합니다.	‘까닭을 짚다’ 대신 이유를 직접 설명
