ly-09-15	리링은 당시 교류가 남성 중심이었다고 설명하며, 집 안팎에서 섬길 사람을 언급한 구절을 풀이합니다. 이어 공자님의 절제된 음주를 풀이하며 상나라의 사례를 덧붙입니다.	리링은 당시 교류가 남성 중심이었다고 설명하며, 집 안팎에서 섬길 사람을 언급한 구절의 뜻을 짚습니다. 이어 공자님의 절제된 음주를 살피며 상나라의 사례를 덧붙입니다.	한 여는말 안의 풀이 반복 해소
ly-09-20	물이 흐르는 비유와 산을 쌓는 비유를 쉬지 않고 배운 제자의 모습에 비추어 풀이합니다.	물이 흐르는 비유와 산을 쌓는 비유를 쉬지 않고 배운 제자의 모습에 비추어 해석합니다.	의미에 맞는 동사로 구체화
ly-09-26	시구의 뜻과 이를 두고 한 말을 함께 풀이합니다.	시구의 뜻과 이를 두고 한 말을 함께 살핍니다.	풀이 메타동사 축소
ly-10-02	임금이 조회를 열기 전, 공자님이 어떤 태도로 대부들과 말씀을 나누셨는지 풀이합니다.	임금이 조회를 열기 전, 공자님이 어떤 태도로 대부들과 말씀을 나누셨는지 살펴봅니다.	풀이 메타동사 축소
ly-10-16	수레에 오를 때는 어떤 끈을 잡고, 탄 뒤에는 어디를 보았는지 풀이합니다.	수레에 오를 때는 어떤 끈을 잡고, 탄 뒤에는 어디를 보았는지 살펴봅니다.	풀이 메타동사 축소
ly-11-03	이 주석은 그 말에, 묻지 않아도 알아듣는 제자를 보며 기뻐하신 마음과 스승의 겸손이 담겼다고 풀이합니다.	이 주석은 그 말에, 묻지 않아도 알아듣는 제자를 보며 기뻐하신 마음과 스승의 겸손이 담겼다고 봅니다.	해석을 직접 제시
ly-11-09	이 주석은 공자님이 되묻고 답하신 말을 살펴, 스스로 얼마나 슬퍼하시는지 미처 깨닫지 못하셨다고 풀이합니다.	이 주석은 공자님이 되묻고 답하신 말을 살펴, 스스로 얼마나 슬퍼하시는지 미처 깨닫지 못하셨다고 봅니다.	해석을 직접 제시
ly-11-12	주석가는 그 힘을 어떻게 쓰는지 살펴, 공자님이 왜 강함을 칭찬하면서도 걱정하셨는지 풀이합니다.	주석가는 그 힘을 어떻게 쓰는지 살펴, 공자님이 강함을 칭찬하면서도 걱정하신 까닭을 짚습니다.	의미에 맞는 동사로 구체화
ly-11-13	정약용은 노나라에서 장부를 고친 일을 화폐 개혁과 관련지어 풀이합니다.	정약용은 노나라에서 장부를 고친 일을 화폐 개혁과 관련지어 해석합니다.	의미에 맞는 동사로 구체화
ly-11-15	이 주석은 자장과 자하 중 누가 더 나은지 묻는 대화를 풀이합니다.	이 주석은 자장과 자하 중 누가 더 나은지 묻는 대화를 살핍니다.	풀이 메타동사 축소
ly-11-16	첸무는 『맹자』의 기록과 당시 노나라 정치를 함께 들어 이 충돌의 배경을 풉니다.	첸무는 『맹자』의 기록과 당시 노나라 정치를 함께 들어 이 충돌의 배경을 짚습니다.	의미에 맞는 동사로 구체화
ly-11-23	주석가는 대신의 기준을 제시한 뒤, 그 기준에 못 미치는 신하라도 끝내 따르지 않는 명령이 있다고 풀이합니다.	주석가는 대신의 기준을 제시한 뒤, 그 기준에 못 미치는 신하라도 끝내 따르지 않는 명령이 있다고 봅니다.	해석을 직접 제시
ly-12-02	정약용은 길 가는 사람을 만나거나 백성에게 일을 맡길 때 어떤 태도를 가져야 하는지 설명하며 그 뜻을 풀이합니다.	정약용은 길 가는 사람을 만나거나 백성에게 일을 맡길 때 어떤 태도를 가져야 하는지 말하며 비유의 뜻을 짚습니다.	설명·풀이 연쇄 축소
ly-12-14	주희는 두 당부 중 하나는 마음가짐을, 다른 하나는 일하는 태도를 가리킨다고 풀이합니다.	주희는 두 당부 중 하나는 마음가짐을, 다른 하나는 일하는 태도를 가리킨다고 봅니다.	해석을 직접 제시
ly-12-21	주석은 각각의 당부가 일상에서 어떤 마음으로 지내라는 뜻인지 풀이합니다.	주석은 각각의 당부가 일상에서 어떤 마음으로 지내라는 뜻인지 살핍니다.	풀이 메타동사 축소
ly-13-04	이 주석은 일반 백성과 다스리는 이의 일을 구별하고, 예·의·믿음을 지키면 백성이 어떻게 반응하는지 풉니다.	이 주석은 일반 백성과 다스리는 이의 일을 구별하고, 예·의·믿음을 지키면 백성이 어떻게 반응하는지 살핍니다.	풀이 메타동사 축소
ly-13-18	정약용의 주석은 섭공의 말에 외교적 속뜻이 있었다고 풀이합니다.	정약용의 주석은 섭공의 말에 외교적 속뜻이 있었다고 봅니다.	해석을 직접 제시
ly-13-25	소인이 무엇을 기뻐하고 사람에게 어떻게 일을 맡기는지 풀이합니다.	소인이 무엇을 기뻐하고 사람에게 어떻게 일을 맡기는지 살핍니다.	풀이 메타동사 축소
ly-13-29	백성을 가르친다는 말이 군사를 쓰는 일과 어떻게 연결되는지 풀이합니다.	백성을 가르친다는 말이 군사를 쓰는 일과 어떻게 연결되는지 살핍니다.	풀이 메타동사 축소
ly-14-27	주희와 보씨는 남의 직분을 침범하는 일과 질문에 답하는 일을 구별해서 풀이합니다.	주희와 보씨는 남의 직분을 침범하는 일과 질문에 답하는 일을 구별합니다.	불필요한 풀이 동사 제거
ly-14-30	두 발언에 자신을 닦는 일에 마음을 두라는 뜻이 담겼다고 풀이합니다.	두 발언에 자신을 닦는 일에 마음을 두라는 뜻이 담겼다고 봅니다.	해석을 직접 제시
ly-14-31	주석가는 거기에만 매달리는 태도를 문제 삼고, 공자님이 자공에게 매섭게 말씀하지 않으면서도 어떻게 경계하셨는지 풀이합니다.	주석가는 거기에만 매달리는 태도를 문제 삼고, 공자님이 자공에게 매섭게 말씀하지 않으면서도 어떻게 경계하셨는지 살핍니다.	풀이 메타동사 축소
ly-14-38	첸무는 자로를 헐뜯은 공백료의 말을 삼도성 철거를 둘러싼 갈등과 관련지어 풀이합니다.	첸무는 자로를 헐뜯은 공백료의 말을 삼도성 철거를 둘러싼 갈등과 관련지어 해석합니다.	의미에 맞는 동사로 구체화
ly-14-39	첸무는 공자님을 향한 그 평을, ‘명을 알고 행한다’는 공자님의 태도에 비추어 다시 풀이합니다.	첸무는 공자님을 향한 그 평을, ‘명을 알고 행한다’는 공자님의 태도에 비추어 다시 해석합니다.	의미에 맞는 동사로 구체화
ly-14-45	이 주석은 공자님이 백성을 편안하게 하는 일까지 말씀하신 뜻과, 요순조차 어려워했다는 까닭을 풉니다.	이 주석은 공자님이 백성을 편안하게 하는 일까지 말씀하신 뜻과, 요순조차 어려워했다는 까닭을 짚습니다.	의미에 맞는 동사로 구체화
ly-14-47	아이가 열심히 배우려는 것인지, 성급하게 어른이 되려는 것인지 행동을 살펴 풀이합니다.	아이가 열심히 배우려는 것인지, 성급하게 어른이 되려는 것인지 행동을 살펴 두 가능성을 가릅니다.	행위를 직접 서술
ly-15-03	여기서는 ‘덕을 안다’를 스스로 덕을 갖추어야 그 뜻을 알 수 있다는 말로 풀이합니다.	여기서는 ‘덕을 안다’를 스스로 덕을 갖추어야 그 뜻을 알 수 있다는 말로 읽습니다.	해석을 직접 제시
ly-15-07	이 주석은 억지로 이끌 때 생기는 혼란과 의심을 들어, 사람을 가려 말하는 까닭을 풉니다.	이 주석은 억지로 이끌 때 생기는 혼란과 의심을 들어, 사람을 가려 말하는 까닭을 짚습니다.	의미에 맞는 동사로 구체화
ly-15-17	『논어금독』은 이 구절을 개인 수양보다 사회의 제도와 공적 도덕에 관한 말로 풀이합니다.	『논어금독』은 이 구절을 개인 수양보다 사회의 제도와 공적 도덕에 관한 말로 읽습니다.	해석을 직접 제시
ly-15-18	남에게 알려지려 하지 않으면서도 이름이 남지 않을까 걱정하는 까닭을 풀이합니다.	남에게 알려지려 하지 않으면서도 이름이 남지 않을까 걱정하는 까닭을 짚습니다.	의미에 맞는 동사로 구체화
ly-15-25	옛 사관이 확실하지 않은 글자를 남겨 둔 일과 벗에게 말을 빌려준 일을 풉니다.	옛 사관이 확실하지 않은 글자를 남겨 둔 일과 벗에게 말을 빌려준 일을 살펴봅니다.	풀이 메타동사 축소
ly-15-28	사람의 재능이 크고 작은 것이 도를 넓히는 일과 어떤 관련이 있는지 풀이합니다.	사람의 재능이 크고 작은 것이 도를 넓히는 일과 어떤 관련이 있는지 살핍니다.	풀이 메타동사 축소
ly-15-31	『논어금독』은 도를 구하라는 말을 당시 선비들의 생계 문제와 함께 풀이합니다.	『논어금독』은 도를 구하라는 말을 당시 선비들의 생계 문제와 함께 읽습니다.	해석을 직접 제시
ly-15-35	정약용은 인을 행하는 일이 그만큼 다급하기 때문에 이때는 양보하지 않는다고 풀이합니다.	정약용은 인을 행하는 일이 그만큼 다급하기 때문에 이때는 양보하지 않는다고 봅니다.	해석을 직접 제시
ly-15-38	첸무는 제자들의 다양한 처지와 성향을 예로 들어, 가르칠 때 사람을 구별하지 않는다는 뜻을 풀이합니다.	첸무는 제자들의 다양한 처지와 성향을 예로 들어, 가르칠 때 사람을 구별하지 않는다는 뜻으로 봅니다.	해석을 직접 제시
ly-16-06	『논어금독』은 사람이 구체적인 상황 속에서 살아간다는 점까지 생각하며 이 가르침의 뜻을 풀이합니다.	『논어금독』은 사람이 구체적인 상황 속에서 살아간다는 점까지 생각하며 이 가르침의 뜻을 살핍니다.	풀이 메타동사 축소
ly-17-06	너그럽게 대하고 믿음을 지키며 민첩하게 움직이고 은혜를 베푸는 것이, 사람을 대하고 일을 이루는 데 어떤 도움이 되는지 풀이합니다. 주석가는 공자님의 당부를 자장에게 부족한 점을 짚은 말로 풀이합니다.	너그럽게 대하고 믿음을 지키며 민첩하게 움직이고 은혜를 베푸는 것이, 사람을 대하고 일을 이루는 데 어떤 도움이 되는지 살핍니다. 주석가는 공자님의 당부를 자장에게 부족한 점을 짚은 말로 봅니다.	한 여는말 안의 풀이 반복 해소
ly-17-08	이 주석은 좋은 마음이 어떻게 어리석음이나 과격함으로 흐를 수 있는지 풉니다.	이 주석은 좋은 마음이 어떻게 어리석음이나 과격함으로 흐를 수 있는지 짚습니다.	의미에 맞는 동사로 구체화
ly-17-15	『경전석사』는 비루한 사람과 함께 일한다는 풀이를 반박하고, 비루한 사람 자신이 임금을 섬길 수 없는 까닭을 말한 것으로 풀이합니다.	『경전석사』는 비루한 사람과 함께 일한다는 풀이를 반박하고, 비루한 사람 자신이 임금을 섬길 수 없는 까닭을 말한 것으로 봅니다.	해석을 직접 제시
ly-17-19	정약용은 말로 가르치는 대신 행동으로 보여 주려는 뜻을 풀이합니다.	정약용은 말로 가르치는 대신 행동으로 보여 주려는 뜻을 짚습니다.	의미에 맞는 동사로 구체화
ly-17-20	공자님이 병을 이유로 유비와의 만남을 사양하면서도 병이 아님을 알리신 까닭을 풀이합니다. 이 주석은 유비에게 어떤 잘못이 있었으리라 추정하며, 만남을 거절해 유비에게 경고하려 하셨다고 풀이합니다.	공자님이 병을 이유로 유비와의 만남을 사양하면서도 병이 아님을 알리신 까닭을 살핍니다. 이 주석은 유비에게 어떤 잘못이 있었으리라 추정하며, 만남을 거절해 유비에게 경고하려 하셨다고 봅니다.	한 여는말 안의 풀이 반복 해소
ly-17-23	뒤의 주석에서는 의 없이 용기만 앞세우면 왜 위험한지 풀이합니다.	뒤의 주석에서는 의 없이 용기만 앞세우면 왜 위험한지 짚습니다.	의미에 맞는 동사로 구체화
ly-17-26	마흔에도 남에게 미움받는다는 구절을 여러 주석이 풀이합니다.	마흔에도 남에게 미움받는다는 구절을 여러 주석이 서로 다르게 읽습니다.	해석을 직접 제시
ly-18-08	여러 은자가 어떤 태도로 살았는지 구별해서 풀이합니다.	여러 은자가 어떤 태도로 살았는지 구별합니다.	불필요한 풀이 동사 제거
ly-19-01	이 주석은 평소와 변고가 생겼을 때를 구별해 네 가지 당부를 풀이합니다.	이 주석은 평소와 변고가 생겼을 때를 구별해 네 가지 당부의 차이를 살핍니다.	풀이 메타동사 축소
ly-19-05	아직 배움이 부족하다고 여기며 배우는 태도와, 이미 배운 것을 잃을까 걱정하는 태도를 구별해 풀이합니다.	아직 배움이 부족하다고 여기며 배우는 태도와, 이미 배운 것을 잃을까 걱정하는 태도를 구별합니다.	불필요한 풀이 동사 제거
ly-19-06	널리 배우고 뜻을 굳게 지키며, 자세히 묻고 자신에게서부터 생각하라는 말을 하나씩 풀이합니다. 정약용은 이 네 가지를 인륜을 실천하는 일과 연결해 설명하고, 자하의 다른 말과 함께 풀이합니다.	널리 배우고 뜻을 굳게 지키며, 자세히 묻고 자신에게서부터 생각하라는 말을 하나씩 짚습니다. 정약용은 이 네 가지를 인륜을 실천하는 일과 연결해 설명하고, 자하의 다른 말과 함께 살핍니다.	한 여는말 안의 풀이 반복 해소
ly-19-09	여러 주석은 일부러 태도를 바꾼 것이 아니라 가까이 대하고 말을 듣는 데서 드러나는 차이라고 풉니다.	여러 주석은 일부러 태도를 바꾼 것이 아니라 가까이 대하고 말을 듣는 데서 드러나는 차이라고 봅니다.	해석을 직접 제시
ly-19-13	자하가 말한 벼슬과 배움의 관계를 첸무가 풉니다.	자하가 말한 벼슬과 배움의 관계를 첸무가 살핍니다.	풀이 메타동사 축소
ly-19-15	이 주석은 ‘당당하다’는 표현을 칭찬만으로 읽지 않고, 자신을 겉으로 드러내려는 태도로 풀이합니다.	이 주석은 ‘당당하다’는 표현을 칭찬만으로 읽지 않고, 자신을 겉으로 드러내려는 태도로 봅니다.	해석을 직접 제시
ly-19-16	첸무는 자장을 두고 한 ‘당당하다’는 말을 병서에 나오는 진과 칼끝에 견주어 풀이합니다.	첸무는 자장을 두고 한 ‘당당하다’는 말을 병서에 나오는 진과 칼끝에 견주어 해석합니다.	의미에 맞는 동사로 구체화
ly-19-17	정성을 얼마나 기울여야 ‘다한다’고 할 수 있는지 풀이합니다.	정성을 얼마나 기울여야 ‘다한다’고 할 수 있는지 살펴봅니다.	풀이 메타동사 축소
ly-19-19	이어 당시 백성의 처지를 살펴, 증자가 왜 범죄 사실을 밝혀도 기뻐하지 말라고 했는지 풉니다.	이어 당시 백성의 처지를 살펴, 증자가 범죄 사실을 밝혀도 기뻐하지 말라고 한 까닭을 짚습니다.	의미에 맞는 동사로 구체화
ly-19-20	첸무는 ‘하류’를 악명을 뒤집어쓰는 처지에 빗댄 말로 풀이합니다.	첸무는 ‘하류’를 악명을 뒤집어쓰는 처지에 빗댄 말로 봅니다.	해석을 직접 제시
ly-19-22	주희는 문왕·무왕의 도를 예악과 정사 등 전해 내려온 제도로 풉니다.	주희는 문왕·무왕의 도를 예악과 정사 등 전해 내려온 제도로 봅니다.	해석을 직접 제시
